[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth
273,120,200,color-agents-by-decile,uniform-collection,UBI,400,0,0.0468019751439419,0,127.13425,51068
274,130,0,color-agents-by-decile,uniform-collection,UBI,400,1000,0.101014921041926,2,78.821325,31454
275,130,10,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0877644705942314,0,88.1491,36327
276,130,20,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0843868929429275,0,89.772525,33753
277,130,30,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0791374688846046,0,88.9233,36165
278,130,40,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0714385221208572,0,96.939075,38121
279,130,50,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0664464783389366,0,103.72135,40071
280,130,60,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0603997022641058,0,107.419575,42346
281,130,70,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0549083637218113,0,113.137075,45208
282,130,80,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0508709791256855,0,118.648825,46819
283,130,90,color-agents-by-decile,uniform-collection,UBI,400,1000,0.046960610980037,0,124.824375,50641
284,130,100,color-agents-by-decile,uniform-collection,UBI,400,1000,0.044564555006234,0,127.8052,51356
285,130,110,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0423297654629746,0,131.8889,53033
286,130,120,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0412223309948499,0,135.813525,55098
287,130,130,color-agents-by-decile,uniform-collection,UBI,400,0,0.0423297654629746,0,131.8889,53033
288,130,140,color-agents-by-decile,uniform-collection,UBI,400,0,0.0423297654629746,0,131.8889,53033
289,130,150,color-agents-by-decile,uniform-collection,UBI,400,0,0.0423297654629746,0,131.8889,53033
290,130,160,color-agents-by-decile,uniform-collection,UBI,400,0,0.0423297654629746,0,131.8889,53033
291,130,170,color-agents-by-decile,uniform-collection,UBI,400,0,0.0423297654629746,0,131.8889,53033
292,130,180,color-agents-by-decile,uniform-collection,UBI,400,0,0.0423297654629746,0,131.8889,53033
293,130,190,color-agents-by-decile,uniform-collection,UBI,400,0,0.0423297654629746,0,131.8889,53033
294,130,200,color-agents-by-decile,uniform-collection,UBI,400,0,0.0423297654629746,0,131.8889,53033
295,140,0,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0977275683782533,3,85.3434,32235
296,140,10,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0898661993639047,0,88.05915,35477
297,140,20,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0828401619375831,0,92.7703,37370
298,140,30,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0813766698943304,0,91.3167,36952
299,140,40,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0706409337000739,0,98.96085,41232
300,140,50,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0639407141622002,0,108.46145,43410
301,140,60,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0584901337801744,0,110.95905,44716
302,140,70,color-agents-by-decile,uniform-collection,UBI,400,1000,0.056997522639683,0,113.450975,43981
303,140,80,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0511848174502666,0,127.145375,48838
304,140,90,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0460612821988731,0,128.314975,51716
305,140,100,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0444677687219502,0,133.90905,54235
306,140,110,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0402130733624352,0,140.122525,56830
307,140,120,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0405852407221899,0,144.39195,56993
308,140,130,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0375860927079583,0,147.63745,57330
309,140,140,color-agents-by-decile,uniform-collection,UBI,400,0,0.0405852407221899,0,144.39195,56993
310,140,150,color-agents-by-decile,uniform-collection,UBI,400,0,0.0405852407221899,0,144.39195,56993
311,140,160,color-agents-by-decile,uniform-collection,UBI,400,0,0.0405852407221899,0,144.39195,56993
312,140,170,color-agents-by-decile,uniform-collection,UBI,400,0,0.0405852407221899,0,144.39195,56993
313,140,180,color-agents-by-decile,uniform-collection,UBI,400,0,0.0405852407221899,0,144.39195,56993
314,140,190,color-agents-by-decile,uniform-collection,UBI,400,0,0.0405852407221899,0,144.39195,56993
315,140,200,color-agents-by-decile,uniform-collection,UBI,400,0,0.0405852407221899,0,144.39195,56993
316,150,0,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0953494399371566,3,89.881825,35898
317,150,10,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0896052509196367,0,96.198525,37627
318,150,20,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0804959905196446,0,97.660075,38286
319,150,30,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0741226807287158,0,104.8277,41154
320,150,40,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0721032457289243,0,104.808025,40302
321,150,50,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0639461297771529,0,113.547075,45163
322,150,60,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0594592018077705,0,119.844,47610
323,150,70,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0551786593902409,0,121.941125,49332
324,150,80,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0506250097637835,0,125.361325,49946
325,150,90,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0475791248082911,0,131.61115,53196
326,150,100,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0432905568314065,0,137.581775,54982
327,150,110,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0414335632875284,0,139.980025,55453
328,150,120,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0381754420710654,0,148.203575,59177
329,150,130,color-agents-by-decile,uniform-collection,UBI,400,1000,0.036870003912571,0,152.4378,60713
330,150,140,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0351458932503682,0,157.88255,62649
331,150,150,color-agents-by-decile,uniform-collection,UBI,400,0,0.036870003912571,0,152.4378,60713
332,150,160,color-agents-by-decile,uniform-collection,UBI,400,0,0.036870003912571,0,152.4378,60713
333,150,170,color-agents-by-decile,uniform-collection,UBI,400,0,0.036870003912571,0,152.4378,60713
334,150,180,color-agents-by-decile,uniform-collection,UBI,400,0,0.036870003912571,0,152.4378,60713
335,150,190,color-agents-by-decile,uniform-collection,UBI,400,0,0.036870003912571,0,152.4378,60713
336,150,200,color-agents-by-decile,uniform-collection,UBI,400,0,0.036870003912571,0,152.4378,60713
337,160,0,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0984179997909499,4,90.64035,36004
338,160,10,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0907683344959169,0,93.57825,37778
339,160,20,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0799560598239321,0,101.5514,40909
340,160,30,color-agents-by-decile,uniform-collection,UBI,400,1000,0.073509614915969,0,108.0997,40776
341,160,40,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0687567142766127,0,112.286025,44167
342,160,50,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0650968700784342,0,120.608425,47225
343,160,60,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0589983313676385,0,119.7734,47974
344,160,70,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0557650930897533,0,126.579075,49644
345,160,80,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0495142805378397,0,129.8606,52464
346,160,90,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0470771629427576,0,137.365925,54973
347,160,100,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0443892662310474,0,140.583375,56854
348,160,110,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0409223737116704,0,146.7462,57259
